"DATE","TIME","OBS_GUST","OBS_WSPD","OBS_WDIR","OBS_PSFC","HWRFLES_GUST","HWRFLES_WSPD","HWRFLES_WDIR","HWRFLES_PSFC","DFLES_GUST","DFLES_WSPD","DFLES_WDIR","DFLES_PSFC"
20140808.000000,924,14.7,8.4,73,1012.1,7.26613,2.78346,109.18,1015.1,9.44048,5.25253,113.094,1016.18
20140808.000000,930,17.9,8.3,71,1012,3.56294,1.93797,105.55,1014.95,9.18024,6.25126,93.473,1015.54
20140808.000000,936,16,10.3,77,1011.9,3.01227,2.47389,133.314,1014.96,8.65404,3.94515,78.8491,1015.25
20140808.000000,942,15.9,8.2,81,1012,3.4761,3.39048,110.83,1014.27,3.96898,3.79653,116.187,1014.82
20140808.000000,948,19.1,9.9,81,1012.1,3.68573,2.36022,97.1347,1014.23,4.11283,3.31148,97.1071,1015.25
20140808.000000,954,16.3,9.2,75,1012,2.69639,2.40292,111.535,1015.67,3.36231,2.43951,105.711,1014.2
20140808.000000,1000,14.4,7.6,73,1012,2.64012,1.87515,97.4275,1013.28,2.62257,2.34084,111.626,1015.04
20140808.000000,1006,14.8,9.6,75,1012.1,1.9976,1.5686,114.649,1015.36,2.34333,1.32616,109.151,1014.87
20140808.000000,1012,12.7,7.7,65,1011.9,1.80041,1.5225,116.791,1015.22,1.87327,1.58108,160.692,1014.47
20140808.000000,1018,15.7,8.1,77,1011.8,1.56572,0.799402,36.7626,1014.54,1.58452,0.410994,6.21823,1013.98
20140808.000000,1024,12.3,8.6,88,1011.8,1.95924,1.75154,9.90228,1014.04,2.47101,2.44727,312.711,1014.43
20140808.000000,1030,14,9.4,90,1011.8,1.86579,1.08719,42.4733,1014.7,2.76655,2.70796,303.781,1014.6
20140808.000000,1036,16.4,10.6,90,1012,1.47305,1.33233,50.3623,1013.1,3.3991,3.32522,305.338,1013.93
20140808.000000,1042,16.1,10,84,1012,1.6258,1.38131,26.3161,1015.9,3.36992,2.36614,330.167,1014.62
20140808.000000,1048,14.9,10.5,91,1012.1,1.65017,1.61277,350.925,1014.64,2.36137,1.36332,293.154,1014.22
20140808.000000,1054,17,9.8,92,1012.3,1.79451,1.57582,6.19911,1014.51,3.35932,3.35932,224.558,1013.88
20140808.000000,1100,16.9,12.1,106,1012.4,1.77396,1.13907,328.464,1015.75,5.45724,5.36323,226.113,1014.27
20140808.000000,1106,15,10.2,109,1012.3,1.12529,0.594329,240.606,1015.14,5.37476,4.26943,182.296,1014.06
20140808.000000,1112,12.8,8.1,96,1012.3,1.86775,1.60528,247.88,1016.23,4.30043,4.24812,232.171,1014.66
20140808.000000,1118,10.4,6.2,93,1012.1,1.80258,1.37255,276.64,1015.16,5.3318,4.40873,224.136,1014.66
20140808.000000,1124,10.6,6.1,100,1012.1,1.55354,1.54399,235.068,1013.64,4.44377,3.36405,208.872,1013.51
20140808.000000,1130,14.3,8,99,1011.9,4.61187,4.59787,190.076,1013.44,3.53376,3.26521,223.935,1013.97
20140808.000000,1136,11.7,6.7,102,1012,5.7406,3.27929,185.576,1014.94,4.80851,3.77334,155.256,1014.33
20140808.000000,1142,10.9,7,121,1012.2,4.4836,3.90153,108.887,1012.19,6.73409,6.68279,155.687,1013.5
20140808.000000,1148,14.6,7.7,124,1012.3,3.98801,2.54107,128.545,1013.06,6.67893,4.08936,175.766,1014.44
20140808.000000,1154,14.5,8.8,127,1012.3,4.49921,4.314,126.729,1013.38,4.08182,2.48784,148.941,1014.13
20140808.000000,1200,14.3,8.3,110,1012.3,4.62431,2.71813,165.345,1011.29,2.5153,2.33523,188.255,1015.08
20140808.000000,1206,11.4,6.5,111,1012.1,3.40765,3.23287,245.255,1014.23,6.04499,6.04499,232.441,1014.25
20140808.000000,1212,17.3,11.2,109,1012.2,4.38336,4.18525,236.55,1015.52,6.97697,6.8395,239.234,1014.67
20140808.000000,1218,17.4,9.1,96,1012.1,5.11501,3.61041,225.255,1015.12,7.15751,7.15751,234.616,1014.54
20140808.000000,1224,13.1,9.5,98,1012.1,4.19418,3.55694,184.718,1014.85,7.23194,5.73374,249.526,1014.24
20140808.000000,1230,12.4,9.5,115,1012.1,4.10596,3.98879,199.831,1013.48,5.99241,5.9562,257.601,1015.34
20140808.000000,1236,10.5,5.6,128,1012.2,4.01958,3.50634,239.612,1016.08,6.06262,5.26285,254.838,1014.43
20140808.000000,1242,11.3,6.4,129,1012.3,4.74842,4.71437,235.45,1014.38,5.26782,4.58873,249.189,1015.51
20140808.000000,1248,11.3,5.8,123,1012.2,5.12034,5.12034,249.056,1014.05,4.67675,4.62572,271.325,1014.67
20140808.000000,1254,9.6,6.1,131,1012.1,5.40901,5.30475,253.913,1013.89,5.09253,4.71576,282.734,1013.56
20140808.000000,1300,12.1,6,136,1012.1,5.43334,5.02295,257.307,1013.98,5.33851,4.80205,284.08,1014.21
20140808.000000,1306,10.2,6.8,154,1012.1,5.4751,5.13256,266.821,1015.05,5.42017,3.95937,290.221,1013.93
20140808.000000,1312,10.1,5.7,165,1012.2,5.30847,3.78707,273.415,1014,4.00003,1.8283,296.95,1013.48
20140808.000000,1318,8.4,3.8,142,1012.1,5.40513,5.15938,285.708,1013.46,1.87374,1.52993,249.651,1013.66
20140808.000000,1324,8.3,5,157,1012.3,5.74297,5.27533,288.521,1014.72,1.53566,1.43423,321.595,1013.49
20140808.000000,1330,6.4,3.6,126,1012.3,5.49422,2.66035,260.82,1013.16,1.74311,1.31795,330.409,1013.35
20140808.000000,1336,6.8,4,154,1012.2,2.94674,2.21079,342.197,1013.66,5.03804,2.70974,223.861,1014.21
20140808.000000,1342,12.3,8.4,152,1012.3,3.81618,2.39498,97.6373,1016.13,2.68916,0.574897,295.231,1013.99
20140808.000000,1348,10.8,5.6,155,1012.4,2.78028,1.88635,157.883,1012.47,1.58485,1.52163,315.814,1013.37
20140808.000000,1354,8.4,6.2,144,1012.4,4.75533,4.38856,224.606,1012.33,1.86083,1.72155,27.0632,1013.72
20140808.000000,1400,7.7,3.4,155,1012.4,5.1191,2.40974,253.525,1013.34,1.99683,1.61563,278.604,1014.26
20140808.000000,1406,4.4,2.8,202,1012.3,2.50505,2.1016,200.584,1013.07,3.32574,3.23497,320.196,1013.86
20140808.000000,1412,5,1.8,193,1012.7,2.0843,1.11209,135.116,1014.42,3.999,3.87934,322.082,1013.13
20140808.000000,1418,4.7,3.1,197,1012.9,2.52755,2.27503,139.626,1012.9,5.51326,5.12299,341.006,1013.23
20140808.000000,1424,5.1,3.4,187,1012.8,2.55565,2.00028,155.89,1013.88,6.58334,6.53094,53.0361,1013.09
20140808.000000,1430,8.4,4.1,172,1012.6,2.77618,2.67778,170.864,1013.09,6.58895,1.18934,44.716,1013.27
20140808.000000,1436,8.9,5.7,176,1012.6,3.95531,3.62443,151.982,1012.58,1.65683,1.34505,277.601,1012.73
20140808.000000,1442,10.1,6.6,163,1012.8,3.90661,2.83386,109.933,1013.47,5.26622,3.28424,292.168,1013.19
20140808.000000,1448,12.4,4.7,151,1012.9,7.04948,6.96251,87.3821,1013.4,5.35453,3.35407,301.689,1011.72
20140808.000000,1454,8.7,4.4,165,1013,6.93707,3.80329,65.7206,1012.07,3.51223,3.12223,194.297,1012.84
20140808.000000,1500,8.7,4.2,168,1012.8,6.00978,4.99578,55.0123,1013.28,6.3875,5.1662,235.655,1014.47
20140808.000000,1506,8.9,5.6,147,1012.9,6.4681,5.84275,60.8068,1012.71,5.19526,5.03108,251.073,1013.69
20140808.000000,1512,7.1,4,171,1012.9,7.02052,6.74607,56.5042,1014.11,5.80866,2.79936,243.746,1014.23
20140808.000000,1518,8.1,5.1,187,1013.3,7.70386,6.5416,83.2158,1012.77,4.97726,3.31944,198.686,1013.61
20140808.000000,1524,12.8,6.5,175,1013.6,8.50299,5.44126,144.296,1013.49,3.76078,2.96881,168.169,1013.31
20140808.000000,1530,11.7,4.7,186,1013.6,5.62577,4.219,112.367,1013.21,5.66782,4.91549,140.319,1013.86
20140808.000000,1536,5.5,3.5,171,1013.8,6.44915,5.41205,116.462,1013.04,5.42911,5.08443,129.824,1013.16
20140808.000000,1542,5.1,3.7,220,1014.1,6.89105,4.30214,141.688,1013.69,5.92235,4.7912,145.753,1013.69
20140808.000000,1548,4.8,4,244,1014.2,8.28959,6.70294,141.509,1013.26,6.62947,6.56012,134.364,1013.72
20140808.000000,1554,6.1,4.5,249,1014.1,7.32581,3.58197,159.791,1013.32,7.67487,7.61002,134.306,1014.24
20140808.000000,1600,6.2,4.4,245,1014.2,6.12774,5.8362,140.808,1014.04,8.84943,7.67525,143.385,1013.14
20140808.000000,1606,6.3,5.3,237,1014.4,6.54938,5.7775,138.22,1013.76,7.60736,6.83466,147.053,1014.47
20140808.000000,1612,7.5,4.9,219,1014.6,5.92463,3.97609,133.156,1014.89,8.07388,7.72747,124.491,1014.61
20140808.000000,1618,7.1,4.4,218,1014.8,5.78191,5.78191,149,1015.4,8.00016,6.60097,120.235,1014.87
20140808.000000,1624,4.8,4.3,247,1014.8,9.73831,6.02883,151.011,1014.59,6.77808,5.07036,142.313,1014.34
20140808.000000,1630,7,6,254,1015,7.77414,7.5735,154.883,1016.21,5.38382,5.17744,137.027,1015.76
20140808.000000,1636,11.1,8.3,237,1015.2,8.7909,6.74013,142.684,1016.88,6.57624,6.11031,131.897,1014.46
20140808.000000,1642,9.6,7.6,229,1015.1,8.70086,7.81448,142.647,1015.79,6.28766,5.23787,130.04,1014.43
20140808.000000,1648,9.5,7.7,227,1015.3,8.05652,6.76436,158.599,1014.53,6.56615,4.85423,122.981,1014.04
20140808.000000,1654,8.5,6.6,230,1015.4,7.78622,7.10791,164.251,1014.28,5.27147,5.16035,134.351,1014.41
20140808.000000,1700,6.9,5.2,209,1015.6,7.07252,3.83607,173.356,1016.03,5.57127,5.52193,141.144,1014.77
20140808.000000,1706,6.9,5.9,234,1015.7,5.78236,4.4658,158.738,1015.18,6.04485,6.04485,141.822,1014.32
20140808.000000,1712,7.6,4.8,209,1015.9,5.53439,5.12475,135.591,1016.46,6.71291,6.61529,136.804,1014.92
20140808.000000,1718,9.1,5.3,216,1016,5.40506,3.61315,149.546,1011.68,6.91003,6.38147,139.072,1014.99
20140808.000000,1724,8.7,5.7,224,1016.1,4.12368,3.11727,146.507,1014.47,6.63169,5.59011,132.625,1014.68
20140808.000000,1730,9.6,6.8,222,1016.3,4.82795,4.81657,153.156,1014.71,5.67954,5.63263,125.531,1014.66
20140808.000000,1736,12,8.7,233,1016.3,6.36348,6.07741,147.832,1011.5,6.90049,6.90049,128.632,1015.64
20140808.000000,1742,10,4.8,238,1016.4,6.46394,5.78781,142.343,1014.85,7.29212,7.19483,118.473,1015.26
20140808.000000,1748,7.9,4.4,255,1016.3,6.08471,5.90995,137.323,1015.32,7.3027,6.33934,117.248,1015.66
20140808.000000,1754,8,3.2,235,1016.3,6.26541,5.72441,131.468,1016.78,6.44366,6.3574,119.921,1015.78
20140808.000000,1800,4.3,3.6,234,1016.5,5.98439,5.61173,129.6,1013.78,6.58791,6.56425,117.954,1015.94
20140808.000000,1806,6.9,5.8,218,1016.8,6.66431,6.63069,127.063,1016.43,7.10905,6.91691,125.309,1015.74
20140808.000000,1812,6.7,4.7,220,1016.9,6.85022,6.45109,126.196,1017.03,8.00976,8.00605,129.196,1015.1
20140808.000000,1818,7.7,4.1,238,1016.8,6.60741,6.2707,116.591,1015.4,8.09386,7.04453,126.438,1015.13
20140808.000000,1824,7.4,4.3,216,1016.9,7.21222,7.0199,120.976,1015.05,7.10609,6.17938,127.425,1016.38
20140808.000000,1830,7.5,3.9,205,1016.8,7.17809,7.0545,127.088,1016.55,6.39521,6.1723,129.22,1016.33
20140808.000000,1836,10.8,8.6,235,1016.4,7.23216,6.65532,131.484,1015.68,6.26964,5.77001,132.46,1015.84
20140808.000000,1842,12.6,9.1,230,1016.4,6.79592,6.33868,138.113,1014.96,5.92415,5.64934,137.025,1016.42
20140808.000000,1848,12.6,9.7,237,1016.8,6.52521,5.64935,141.577,1014.46,5.72692,5.18825,140.52,1016.02
20140808.000000,1854,10.6,7,196,1017.2,5.75318,5.15257,144.33,1016.84,5.26207,4.59817,142.838,1016.61
20140808.000000,1900,8.9,6.8,246,1017.3,5.47422,5.05919,145.453,1015.86,4.88375,4.61303,145.609,1015.96
20140808.000000,1906,9.8,6.3,272,1017.1,5.53701,5.40923,147.612,1017.65,4.69299,4.34445,151.574,1015.63
20140808.000000,1912,8.4,6.5,261,1016.8,5.58095,5.28604,155.136,1015.47,4.70971,4.70971,157.13,1016.41
20140808.000000,1918,10.2,7.7,277,1016.7,5.72322,5.23847,153.106,1015.21,4.78411,4.74144,159.773,1016.02
20140808.000000,1924,6.5,5.3,249,1016.7,5.34096,4.69267,158.322,1018.05,4.77531,4.52021,161.083,1015.62
20140808.000000,1930,6.9,6,237,1016.6,5.45436,5.27975,156.88,1014.83,4.67951,4.18567,164.344,1016.14
20140808.000000,1936,7.8,5,211,1016.8,5.73101,4.27595,168.973,1013.79,4.24683,3.7927,171.936,1015.56
20140808.000000,1942,7.2,4.4,214,1016.7,4.41134,3.81138,188.475,1015.02,3.81131,3.42495,179.863,1015.62
20140808.000000,1948,3.9,2.8,231,1016.6,3.82762,3.18861,198.696,1014.4,3.51919,3.44928,184.582,1015.95
20140808.000000,1954,3,1.8,212,1016.5,3.86952,3.54072,200.694,1016.19,3.48875,3.41103,184.269,1016.68
20140808.000000,2000,3.1,2.4,213,1016.5,3.72484,3.16802,201.315,1016.56,3.51585,2.99329,190.809,1017.27
20140808.000000,2006,2.8,2.2,187,1016.6,3.17093,3.03505,209.368,1016.12,3.02674,2.64636,196.731,1016.29
20140808.000000,2012,3.9,2.5,195,1016.5,3.43589,2.82743,221.097,1016.57,2.66614,2.33799,187.311,1015.6
20140808.000000,2018,3.4,2.6,231,1016.5,2.8929,1.8131,214.108,1017.55,2.34944,1.88797,184.314,1015.57
20140808.000000,2024,3,2.7,237,1016.4,2.29637,2.29637,221.474,1013.33,1.94681,1.67687,179.643,1015.68
20140808.000000,2030,3.5,2.8,266,1016.3,2.33164,1.80165,213.241,1017.17,1.73295,1.51944,164.637,1017.12
20140808.000000,2036,3.7,1.9,244,1016.2,2.6131,2.27693,196.129,1019.17,1.94242,1.94242,144.539,1015.46
20140808.000000,2042,3.1,2.1,211,1016.2,2.51906,2.0189,196.64,1015.77,2.01438,1.82977,141.82,1017.39
20140808.000000,2048,2.7,1.6,216,1016.1,2.29441,1.83688,195.799,1016.54,1.95289,1.95092,138.885,1016.14
20140808.000000,2054,2.6,1.8,167,1016,2.1025,1.93839,205.274,1012.57,1.98327,1.88139,138.502,1015.55
20140808.000000,2100,3,1.7,167,1015.8,2.03133,1.57992,213.571,1017.1,2.00221,1.93761,139.789,1016.92
20140808.000000,2106,3.1,2.2,171,1015.7,1.57854,1.17719,216.416,1019.13,2.07175,2.00501,136.169,1016.05
20140808.000000,2112,6.7,3.1,205,1015.8,2.18497,2.08858,210.534,1015.97,2.40133,2.34077,129.335,1016.47
20140808.000000,2118,5.4,4.2,146,1015.9,2.39316,1.55683,199.038,1018.78,2.4793,2.29383,126.871,1016.53
20140808.000000,2124,4.6,3.5,165,1015.8,1.58396,1.34952,199.267,1014.65,2.33412,2.1168,128.264,1016.9
20140808.000000,2130,5.5,3.1,166,1015.8,2.31621,2.18209,221.087,1016.13,2.13344,2.03038,129.957,1015.79
20140808.000000,2136,5.5,3.5,160,1015.8,2.75933,2.54195,230.822,1016.14,2.18511,2.1551,134.26,1015.07
20140808.000000,2142,5.6,4,139,1015.7,2.98532,2.71868,228.363,1015.32,2.21144,2.07026,130.553,1014
20140808.000000,2148,4.8,3.2,117,1015.6,2.83362,2.53152,215.124,1013.84,2.30001,2.11847,135.566,1016.94
20140808.000000,2154,5.5,3.7,136,1015.6,3.11616,3.06006,221.19,1014.43,2.1766,2.02165,119.367,1014.28
20140808.000000,2200,4.5,3.3,142,1015.5,3.27838,3.16274,226.481,1016.19,2.13464,2.09882,120.765,1015.55
20140808.000000,2206,4.8,3.2,132,1015.4,3.45851,2.84701,206.17,1014.78,2.32972,2.2313,128.442,1015.87
20140808.000000,2212,4.8,3.3,136,1015.4,2.9573,2.29282,212.895,1014.17,2.44341,2.33382,125.957,1015.64
20140808.000000,2218,4.6,3,127,1015.3,2.36825,1.69225,161.296,1015.92,2.47734,2.46348,120.09,1015.62
20140808.000000,2224,4.3,3.4,155,1015.3,2.65377,2.42046,133.875,1014.37,2.95501,2.95501,111.502,1014.99
20140808.000000,2230,5,4,157,1015.2,2.88766,2.41324,128.395,1015.46,3.30209,3.13182,107.782,1015.58
20140808.000000,2236,5.2,3.3,129,1015.2,2.71585,1.86997,128.85,1015.16,3.19634,2.84207,105.309,1014.28
20140808.000000,2242,5.1,2.6,153,1015.1,2.57368,2.55699,116.747,1013.91,4.12839,4.11931,98.9309,1014.25
20140808.000000,2248,4.3,2.7,134,1015.1,3.25395,3.12383,110.595,1015.08,4.1501,3.70004,101.997,1015.07
20140808.000000,2254,4.9,2.7,154,1015.1,3.80849,3.59168,119.7,1012.75,4.19673,4.16774,108.101,1013.96
20140808.000000,2300,4.4,3.1,148,1015,3.86126,3.46072,120.963,1012.44,4.2007,3.72864,104.686,1014.9
20140808.000000,2306,5.8,4.1,168,1014.9,3.57376,1.88594,119.351,1014.12,4.45755,4.42766,102.28,1013.58
20140808.000000,2312,5.4,4.2,108,1014.8,4.90095,4.65159,99.4602,1013.22,5.20861,4.75991,99.1071,1014.64
20140808.000000,2318,5.5,3.9,92,1014.6,4.70171,3.23044,102.357,1015.04,4.78915,4.60965,100.527,1014.27
20140808.000000,2324,5.2,3,124,1014.6,3.81762,3.78818,97.7706,1013.6,5.345,5.26899,104.208,1014.07
20140808.000000,2330,5.3,3.9,110,1014.5,4.9618,4.89166,98.4317,1014.24,5.3593,5.21474,100.038,1013.57
20140808.000000,2336,5.3,4.3,110,1014.4,4.99365,4.53015,101.49,1013.75,5.44096,5.43596,98.913,1013.8
20140808.000000,2342,6.2,4.4,124,1014.4,4.68525,4.67021,101.194,1013.47,5.59263,5.59263,105.057,1014.5
20140808.000000,2348,6.2,4.4,85,1014.3,4.75901,4.4619,104.108,1012.94,5.744,5.68206,103.828,1014.14
20140808.000000,2354,6.9,5.2,119,1014.3,4.85563,4.85214,107.287,1013.82,5.96923,5.9477,103.098,1013.28
20140808.000000,0,6.9,4.6,105,1014.3,4.89007,4.5385,101.293,1014.96,6.05838,5.90467,98.5454,1013.53
20140808.000000,6,7.6,5.5,96,1014.2,4.56833,3.74264,106.225,1013.32,5.90473,5.82408,100.845,1014.13
20140808.000000,12,7.7,5.7,125,1014.1,4.10409,4.05726,105.144,1015.18,5.85811,5.67348,102.641,1014.06
20140808.000000,18,8.7,6.5,115,1014.1,4.59743,4.46399,105.716,1014.15,6.03366,6.03366,104.016,1014.33
20140808.000000,24,9.3,7.6,130,1014.1,4.68712,4.51419,101.818,1013.24,6.05418,5.60681,106.939,1013.4
20140808.000000,30,8.7,6.4,129,1014,4.77206,4.68804,104.86,1013.62,5.93318,5.9116,103.483,1014.46
20140808.000000,36,8.6,4.5,114,1014,4.851,4.77424,100.443,1015.75,5.98339,5.98339,105.359,1014.4
20140808.000000,42,8.3,5.4,130,1014,4.98445,4.93633,96.9382,1014.9,6.17579,5.93573,107.657,1013.59
20140808.000000,48,8.1,5.2,128,1014,4.93369,4.41446,120.767,1013.42,5.93451,5.43851,107.886,1014.63
20140808.000000,54,6.9,5.3,123,1013.9,4.44629,3.69314,111.788,1014.32,5.52145,5.18752,109.193,1014.61
20140808.000000,100,8.1,6.1,130,1013.9,4.07487,3.96806,101.91,1015.33,5.19181,4.9742,109.567,1014.48
20140808.000000,106,7.5,5.8,113,1013.7,4.04777,3.56587,118.048,1012.79,5.12343,5.12129,109.319,1013.51
20140808.000000,112,8.6,7.1,106,1013.8,3.66929,3.33584,113.344,1014.03,5.12571,4.75822,111.453,1013.43
20140808.000000,118,8.9,7.2,111,1013.8,3.63949,3.53264,110.187,1013.78,4.77194,4.75541,113.354,1014.14
20140808.000000,124,8.8,6.1,114,1013.7,3.65787,3.20886,106.055,1013.36,4.75298,4.53799,115.204,1013.45
20140808.000000,130,8.2,6.2,125,1013.7,3.25343,2.90264,126.473,1014.96,4.55094,4.02564,108.719,1014.82
20140808.000000,136,8.5,6.2,119,1013.7,3.01374,2.73452,126.315,1013.75,4.75595,4.61996,116.477,1013.07
20140808.000000,142,8.3,5.8,136,1013.6,3.20732,3.20237,113.852,1013.01,4.61617,4.03645,109.108,1014.26
20140808.000000,148,9.1,6.4,112,1013.6,3.28353,3.03829,98.4361,1013.56,4.0316,3.72531,116.32,1014.18
20140808.000000,154,8.7,6.3,134,1013.5,3.38352,3.26866,107.766,1012.98,3.75047,3.72089,110.983,1013.87
20140808.000000,200,8.8,5.4,115,1013.5,3.3129,2.41594,118.7,1016.35,4.16817,4.02767,116.532,1014.2
